nom_entreprise;adresse;code_postal;ville;telephone;email;site_web;note_google;nb_avis;segment;source
Garage Paris 12ème;"
23 Rue des Pyrénées, 75020 Paris, France";75020;Paris;09 86 42 33 75;;https://www.euromaster.fr/centres/ile-de-france/paris/euromaster-garage-gilbert-et-fils?utm_source=Google&utm_medium=organic&utm_campaign=Uberall_GBP&utm_content=LDS&utm_term=Uberall_GBP;4.7;4;Auto-ecoles & Garages;Google Maps
garage paris 20;"
28 Av. de Saint-Mandé, 75012 Paris, France";75012;Paris;01 43 43 93 97;;https://www.iptransauto.fr/services#mecanique;4.6;4;Auto-ecoles & Garages;Google Maps
Diagnostic automobile mécanicien;"
46 Rue Manin, 75019 Paris, France";75019;Paris;07 53 96 48 57;;http://www.suppressionadblue.fr/;4.0;4;Auto-ecoles & Garages;Google Maps
Station ESSO et Garage Auto;"
231 Rue de Tolbiac, 75013 Paris, France";75013;Paris;01 45 81 51 65;;http://garageabitan.wixsite.com/garage-abitan;3.9;4;Auto-ecoles & Garages;Google Maps
Paris Motors Legend;"
17 Rue Marbeuf, 75007 Paris, France";75007;Paris;06 43 39 99 26;;http://www.parismotorslegend.com/;4.9;4;Auto-ecoles & Garages;Google Maps
Les Ateliers du Grand Paris - Malakoff - Atelier de Carrosserie Automobile - Agréé toutes Assurances.;"
24 Bd Gouvion-Saint-Cyr, 75017 Paris, France";75017;Paris;01 76 21 67 16;;http://www.carrosseriecda.com/;4.9;3;Auto-ecoles & Garages;Google Maps
Carrosserie Paris - Rapid Carrosserie;"
26 Vla Croix Nivert, 75015 Paris, France";75015;Paris;07 58 37 45 43;;https://rapid-carrosserie.fr/;5.0;3;Auto-ecoles & Garages;Google Maps
SereniCAR - Paris 19;"
40 Rue de l'Ourcq, 75019 Paris, France";75019;Paris;01 40 05 14 99;;https://www.groupe-faubourg.com/;4.4;3;Auto-ecoles & Garages;Google Maps
CARROSSERIE CDA agence PARIS 17;"
22 Rue Olivier de Serres, 75015 Paris, France";75015;Paris;01 56 56 63 75;;https://www.albax.fr/;4.7;3;Auto-ecoles & Garages;Google Maps
CARROSSERIE DE L'EUROPE;"
49 Rue de Fécamp, 75012 Paris, France";75012;Paris;01 43 43 39 14;;https://www.jai-cartonne.com/;4.5;3;Auto-ecoles & Garages;Google Maps
GARAGE PARIS 15 AUTO REPARATION MECANIQUE CARROSSERIE PEINTURE PARE BRISE VIDANGE REPARATION BOITE AUTOMATIQUE TOUTES MARQUES;"
77 79 Rue de Lourmel, 75015 Paris, France";75015;Paris;01 45 79 75 81;;https://paris15auto.fr/;4.2;3;Auto-ecoles & Garages;Google Maps
AD Carrosserie JEMMAPES;"
83 Rue Saint-Maur, 75011 Paris, France";75011;Paris;01 43 55 52 05;;https://www.ad.fr/garage/ad-carrosserie-jemmapes?utm_campaign=google_my_business&utm_medium=organic&utm_source=google;4.5;3;Auto-ecoles & Garages;Google Maps
Carroserie Chanzy (Sté Nouvelle) MOTRIO;"
36 Rue de la Folie-Regnault, 75011 Paris, France";75011;Paris;01 43 71 04 12;;https://motrio.fr/shop/CARROSSERIE%20CHANZY/ESTFRA24.043295;4.6;3;Auto-ecoles & Garages;Google Maps
AD Carrosserie DUQUESNE;"
20 Rue Pierre Marcel, 94250 Gentilly, France";94250;;09 81 46 72 73;;http://www.paris-londres-automobiles.fr/;4.9;3;Auto-ecoles & Garages;Google Maps
Garage Auto Six;"
22 Av. de Verdun, 92120 Montrouge, France";92120;;01 84 74 40 40;;https://montrouge-pneus.eurotyre.fr/;4.7;3;Auto-ecoles & Garages;Google Maps
Garage A.G.P Paris 15;"
19 Rue Jean Maridor, 75015 Paris, France";75015;Paris;01 45 00 51 81;;https://agpgarage.fr/;4.2;3;Auto-ecoles & Garages;Google Maps
PARIS IDEAL AUTO;"
60 Rue Voltaire, 93100 Montreuil, France";93100;;01 48 36 92 58;;https://www.idgarages.com/fr-fr/garage/montreuil/GA11248_auto-repair?utm_source=google&utm_medium=SEO&utm_campaign=GMB;4.2;3;Auto-ecoles & Garages;Google Maps
Opel Merino Sporting (93) aux portes de Paris - Réparateur agrée Chevrolet et Opel;"
15 - 31 Rue du Garde Chasse, 93260 Les Lilas, France";93260;;01 48 44 59 59;;http://www.merino-sporting.com/;4.7;3;Auto-ecoles & Garages;Google Maps
CITROËN CICOV PARIS 18;"
8 Rue Planchat, 75020 Paris, France";75020;Paris;01 43 70 20 19;;https://www.eurorepar.fr/garage-garage-little-car-3999.html;4.0;3;Auto-ecoles & Garages;Google Maps
Autoplan Services;"
30 Rue Charcot, 75013 Paris, France";75013;Paris;01 45 83 06 70;;http://www.autoplanservices.com/;4.7;3;Auto-ecoles & Garages;Google Maps
GARAGE DE BERCY;"
10 Rue Wurtz, 75013 Paris, France";75013;Paris;01 45 80 72 20;;http://pros.lacentrale.fr/C034425/contact.php;5.0;3;Auto-ecoles & Garages;Google Maps
Garage Automobile Français;"
66 Rue de Ponthieu, 75008 Paris, France";75008;Paris;01 44 07 62 25;;https://www.garage-automobile-francais.fr/;4.4;3;Auto-ecoles & Garages;Google Maps
Services - VGRF Grand Paris;"
31 Rue de la Voûte, 75012 Paris, France";75012;Paris;01 53 17 37 37;;https://alliance-paris-est.fr/;4.1;3;Auto-ecoles & Garages;Google Maps
Autovision Paris 19ème - Controle Technique Ab Autobilan;"
70 Rue de Gergovie, 75014 Paris, France";75014;Paris;01 45 42 69 21;;https://centre-controle-technique.securitest.fr/ile-de-france/paris/paris/70-rue-de-gergovie;4.8;5;Auto-ecoles & Garages;Google Maps
Autovision Paris 18ème - Controle technique AB26;"
26 Rue Baudelique, 75018 Paris, France";75018;Paris;01 42 23 62 76;;https://www.controle-technique-a-paris.com/;4.8;5;Auto-ecoles & Garages;Google Maps
Tesa Sécurité - Controle Technique Autosur Paris 17 Auto et Moto;"
113 Bd Bessières, 75017 Paris, France";75017;Paris;01 42 29 94 94;;https://www.tesasecurite.fr/controle-technique-paris17-autosur.html;4.7;5;Auto-ecoles & Garages;Google Maps
Contrôle technique Autosur Paris;"
346 Rue des Pyrénées, 75020 Paris, France";75020;Paris;01 43 66 85 61;;https://controle-technique.autosur.fr/618-autosur-paris-20;4.8;5;Auto-ecoles & Garages;Google Maps
CTA75 Controle technique Paris 8;"
59 Bd de Courcelles, 75008 Paris, France";75008;Paris;01 42 15 07 07;;https://www.cta75.com/controle-technique-paris8.html;4.0;5;Auto-ecoles & Garages;Google Maps
Centre contrôle technique DEKRA;"
12 Rue le Dantec, 75013 Paris, France";75013;Paris;01 45 88 58 00;;https://www.dekra-norisko.fr/dekra/controle-technique/paris,75013/12-rue-le-dantec?S075D071&utm_source=google&utm_medium=mybusiness&utm_campaign=fiche_centre&utm_term=Paris&utm_content=S075D071;4.3;5;Auto-ecoles & Garages;Google Maps
Autovision Paris 11;"
1 Bd de Ménilmontant, 75011 Paris, France";75011;Paris;01 43 73 53 73;;https://www.cabm.fr/centre/controle-technique-paris;4.7;5;Auto-ecoles & Garages;Google Maps
Paris 20em Controle;"
77 Rue de Lagny, 75020 Paris, France";75020;Paris;01 40 09 20 00;;https://www.controle-technique-paris20.com/;4.5;5;Auto-ecoles & Garages;Google Maps
AS Auto Sécurité Contrôle technique Boulogne-Billancourt Rue Nationale;"
154 Rue Damrémont, 75018 Paris, France";75018;Paris;01 53 41 01 02;;https://www.ctaparis.com/;4.5;5;Auto-ecoles & Garages;Google Maps
VGProtect contrôle VGP Paris IDF;"
1 Rue Nationale, 92100 Boulogne-Billancourt, France";92100;;01 58 17 00 00;;https://centre-controle-technique.autosecurite.com/ile-de-france/hauts-de-seine/boulogne-billancourt/1-rue-nationale?utm_source=Yext&utm_medium=GMB&y_source=1_MjAxNDc2MDUtNzE1LWxvY2F0aW9uLndlYnNpdGU=;4.9;5;Auto-ecoles & Garages;Google Maps
Epicerie fine Rive Gauche;"
8 Rue du Champ de Mars, 75007 Paris, France";75007;Paris;01 47 05 98 18;;https://www.instagram.com/epiceriefine_rivegauche?igsh=b3czbHRuN2Rrcmpk;4.5;4;Commerces de proximite;Google Maps
L'épicerie fine des accords gourmands;"
37 Rue du Château d'Eau, 75010 Paris, France";75010;Paris;06 10 63 32 10;;https://www.facebook.com/lesaccordsgourmandsparis/;4.9;4;Commerces de proximite;Google Maps
Épicerie fine -Traiteur Huguette & Henri;"
40 Rue Sedaine, 75011 Paris, France";75011;Paris;09 77 72 39 03;;https://huguette-et-henri.fr/;4.9;4;Commerces de proximite;Google Maps
Ardèche à Paris;"
23 Rue Saint-Paul, 75004 Paris, France";75004;Paris;07 49 19 71 91;;http://www.ardecheaparis.com/;5.0;4;Commerces de proximite;Google Maps
La Petite Epicerie de la Tour;"
13 Quai de la Tournelle, 75005 Paris, France";75005;Paris;01 46 33 45 58;;https://epicerie.tourdargent.com/fr/;4.8;4;Commerces de proximite;Google Maps
RAP Epicerie;"
4 Rue Flechier, 75009 Paris, France";75009;Paris;01 42 80 09 91;;http://www.rapparis.fr/;4.6;4;Commerces de proximite;Google Maps
LCGE - Le Comptoir Gastronomique Européen - Epicerie fine Paris;"
14 Rue Descartes, 75005 Paris, France";75005;Paris;01 42 01 07 06;;https://www.lcge.fr/;4.9;4;Commerces de proximite;Google Maps
Maison Brémond 1830;"
8 Cr du Commerce Saint-André, 75006 Paris, France";75006;Paris;01 43 26 79 72;;http://www.mb-1830.com/;4.4;4;Commerces de proximite;Google Maps
L'épicerie Fine;"
32 Rue Duret, 75116 Paris, France";75116;Paris;01 45 00 32 35;;https://suzanneethermine.com/;5.0;4;Commerces de proximite;Google Maps
Comtesse du Barry;"
13 Bd Haussmann, 75009 Paris, France";75009;Paris;01 47 70 21 01;;https://boutiques.comtessedubarry.com/24-comtesse-du-barry-paris-boulevard-haussmann?utm_source=gmb;4.5;4;Commerces de proximite;Google Maps
Épices Roellinger - Paris;"
51 bis Rue Sainte-Anne, 75002 Paris, France";75002;Paris;01 42 60 46 88;;https://www.epices-roellinger.com/fr/;4.7;4;Commerces de proximite;Google Maps
Divvino Marais;"
16 Rue Elzevir, 75003 Paris, France";75003;Paris;09 83 74 25 04;;http://www.divvino.com/;4.9;4;Commerces de proximite;Google Maps
Caviste Vinosfera - Dégustations - Vins et Champagne;"
11 Rue François Miron, 75004 Paris, France";75004;Paris;01 44 93 46 45;;https://www.vinosfera.fr/;4.8;4;Commerces de proximite;Google Maps
La Cave des Pyrénées;"
28 Rue Beautreillis, 75004 Paris, France";75004;Paris;01 44 93 53 95;;https://www.vinsdespyrenees.com/la-cave-des-pyrenees;4.8;4;Commerces de proximite;Google Maps
Ampelos;"
31 Rue de Bourgogne, 75007 Paris, France";75007;Paris;01 45 50 10 05;;https://www.ampelos31.fr/;4.9;4;Commerces de proximite;Google Maps
La Maison des Millésimes;"
137 Bd Saint-Germain, 75006 Paris, France";75006;Paris;07 63 70 55 53;;http://www.maisondesmillesimes.com/;4.8;4;Commerces de proximite;Google Maps
Cave Arthus et Jean - Caviste/Dégustation - Paris 3ème Marais;"
42 Rue de Saintonge, 75003 Paris, France";75003;Paris;09 81 21 72 91;;https://www.arthusetjean.com/;5.0;4;Commerces de proximite;Google Maps
La Curieuse Cave;"
11 Rue de la Fidélité, 75010 Paris, France";75010;Paris;09 82 45 00 67;;https://lacurieusecave.fr/;5.0;4;Commerces de proximite;Google Maps
Cave LES LARMES DU VIN - Caviste Paris & Cours d'Oenologie;63 Rue Damrémont, 75018 Paris, France;75018;Paris;01 40 27 99 27;;https://www.leslarmesduvin.fr/;4.9;4;Commerces de proximite;Google Maps
La Cave des Tuileries;"
232 Rue de Rivoli, 75001 Paris, France";75001;Paris;01 71 27 45 00;;https://lescavesduvaletblanchet.com/fr/la-cave-des-tuileries-paris;4.7;4;Commerces de proximite;Google Maps
Les Caves de Taillevent Faubourg Saint-Honoré;"
228 Rue du Faubourg Saint-Honoré, 75008 Paris, France";75008;Paris;01 45 61 14 09;;http://lescavesdetaillevent.com/fr/;4.5;4;Commerces de proximite;Google Maps
La Cave du Marcande;"
213 Rue des Pyrénées, 75020 Paris, France";75020;Paris;01 43 58 37 57;;http://lacavedumarcande.blogspot.com/;4.9;4;Commerces de proximite;Google Maps
Cave 18;"
65 Rue Ramey, 75018 Paris, France";75018;Paris;01 42 52 77 77;;http://www.cave18.fr/?utm_source=gmb;4.8;4;Commerces de proximite;Google Maps
Caves Bernard - Caviste Paris 11e - depuis 1903;"
64 Rue de Montreuil, 75011 Paris, France";75011;Paris;01 43 73 86 15;;https://cavesbernard.com/;5.0;4;Commerces de proximite;Google Maps
Cave Saint Honoré;"
40 Rue Saint-Honoré, 75001 Paris, France";75001;Paris;01 42 33 34 58;;http://www.cave-saint-honore.fr/;4.8;4;Commerces de proximite;Google Maps
La Cave de Sèvres;"
123 Rue de Sèvres, 75006 Paris, France";75006;Paris;01 43 48 89 68;;http://www.lacavedesevres.com/;5.0;4;Commerces de proximite;Google Maps
Cave de Chaillot;"
39 Rue de Chaillot, 75116 Paris, France";75116;Paris;07 83 49 45 19;;https://www.cavedechaillot.com/;5.0;4;Commerces de proximite;Google Maps
La Fromagerie Goncourt;"
1 Rue Abel Rabaud, 75011 Paris, France";75011;Paris;01 43 57 91 28;;https://www.lafromageriegoncourt.fr/;4.8;4;Commerces de proximite;Google Maps
Julhès Paris - Charonne Fromagerie;"
62 Rue de Sèvres, 75007 Paris, France";75007;Paris;01 47 34 33 45;;http://www.quatrehomme.fr/;4.6;4;Commerces de proximite;Google Maps
BAF Paris Fromagerie / Bar à Fromage;"
102 Rue du Chemin Vert, 75011 Paris, France";75011;Paris;09 86 36 78 21;;http://www.sourcefromageriecave.com/;5.0;4;Commerces de proximite;Google Maps
Fromagerie Chez Virginie Damrémont;"
Fromagerie Chez virginie Damrémont, 54 Rue Damrémont, 75018 Paris, France";75018;Paris;01 46 06 76 54;;http://www.chezvirginie.com/;4.8;4;Commerces de proximite;Google Maps
Saisons Fromagerie;"
30 Rue du Grenier-Saint-Lazare, 75003 Paris, France";75003;Paris;01 81 29 47 52;;http://www.saisons-paris.fr/;4.9;4;Commerces de proximite;Google Maps
COW - Cheese of the World;"
30 Bd Saint-Germain, 75005 Paris, France";75005;Paris;01 88 33 54 00;;http://www.c-o-w.fr/;4.9;4;Commerces de proximite;Google Maps
La Fromagerie;"
39 Rue Saint-Louis en l'Île, 75004 Paris, France";75004;Paris;01 48 03 98 18;;http://www.parolesdefromagers.com/;4.8;4;Commerces de proximite;Google Maps
MonComtéBon;"
68 Bd Berthier, 75017 Paris, France";75017;Paris;06 62 64 50 65;;https://moncomtebon.com/;5.0;4;Commerces de proximite;Google Maps
Fromagerie 39 rue de Bretagne dans le marché des enfant rouge la petite ferme d'Inès;"
72 Rue Philippe de Girard, 75018 Paris, France";75018;Paris;01 71 27 52 91;;https://laiterielachapelle.com/;4.9;4;Commerces de proximite;Google Maps
Fromagerie Androuet - Verneuil;"
37 Rue de Verneuil, 75007 Paris, France";75007;Paris;01 42 61 97 55;;http://androuet.com/fromage%20paris%207%20France-5-fromagerie.html;4.8;4;Commerces de proximite;Google Maps
Fromagerie Crèmerie Frescolet - Pigalle;"
42 Rue Jean-Baptiste Pigalle, 75009 Paris, France";75009;Paris;09 82 32 71 17;;http://www.frescolet.fr/;4.8;4;Commerces de proximite;Google Maps
La Fromagerie de Grenelle;"
204 Rue de Grenelle, 75007 Paris, France";75007;Paris;01 45 51 57 59;;https://sites.google.com/view/fromagerie-de-grenelle/accueil;4.8;4;Commerces de proximite;Google Maps
Salon du fromage Hisada;"
47 Rue de Richelieu, 75001 Paris, France";75001;Paris;01 42 60 78 48;;http://www.hisada.fr/;4.7;4;Commerces de proximite;Google Maps
La Fermette;"
86 Rue Montorgueil, 75002 Paris, France";75002;Paris;01 42 36 70 96;;https://la-fermette-paris.com/;4.7;4;Commerces de proximite;Google Maps
Fromager Gautier;"
Marché de Saint-Quentin, 85 bis Bd de Magenta, 75010 Paris, France";75010;Paris;01 42 46 78 22;;http://www.fromagergautier.fr/;5.0;4;Commerces de proximite;Google Maps
Ratafia - fromagerie & cave;"
5 Rue Saint-Bernard, 75011 Paris, France";75011;Paris;01 88 61 23 79;;https://www.ratafiaparis.fr/;5.0;4;Commerces de proximite;Google Maps
La Crèmerie du 17ème;"
106 Rue Legendre, 75017 Paris, France";75017;Paris;09 73 28 72 91;;https://www.petitscommerces.fr/page/la-cremerie-du-17eme/#boutique-actu;4.6;4;Commerces de proximite;Google Maps
Maison Alexandre Paris;"
2-18 Rue d'Astorg, 75008 Paris, France";75008;Paris;01 88 61 25 20;;http://www.maisonalexandreparis.com/;4.8;4;Commerces de proximite;Google Maps
Les Pieds sous la Table;"
48 Rue Monsieur le Prince, 75006 Paris, France";75006;Paris;06 31 56 03 81;;http://www.lpslt.fr/;4.8;4;Commerces de proximite;Google Maps
Pavillon Gourmet I Traiteur Paris;"
91 Rue du Faubourg Saint-Honoré, 75008 Paris, France";75008;Paris;01 34 84 60 20;;http://www.pavillon-gourmet.fr/;4.8;4;Commerces de proximite;Google Maps
Combo Restaurant - traiteur;"
29 Rue Dauphine, 75006 Paris, France";75006;Paris;06 50 44 48 84;;https://comborestauranttra.wixsite.com/combo;4.7;4;Commerces de proximite;Google Maps
O Bon Traiteur;"
222 Av. Daumesnil, 75012 Paris, France";75012;Paris;01 40 21 38 26;;https://www.obontraiteur-paris.fr/;4.9;4;Commerces de proximite;Google Maps
Traiteur Factory Paris;"
75011 Paris, France";75011;Paris;01 86 95 83 01;;http://www.traiteurfactory.com/;5.0;4;Commerces de proximite;Google Maps
EVENT SC PARIS - TRAITEUR - COCKTAIL - MARIAGE - HAUT DE GAMME & LUXE,;"
10 Rue de la Paix, 75002 Paris, France";75002;Paris;06 47 88 47 06;;https://www.eventscparis.com/;5.0;4;Commerces de proximite;Google Maps
Le Traiteur de la Bourse;"
27 Rue Saint-Marc, 75002 Paris, France";75002;Paris;06 23 87 34 54;;http://www.letraiteurdelabourse.fr/;4.9;4;Commerces de proximite;Google Maps
Micro Traiteur;"
140 Rue Saint-Honoré, 75001 Paris, France";75001;Paris;01 42 60 15 25;;http://www.microtraiteur.com/;5.0;4;Commerces de proximite;Google Maps
MB PARIS TRAITEUR;"
8 Rue Gambey, 75011 Paris, France";75011;Paris;06 16 68 77 05;;http://www.mbparistraiteur.fr/;5.0;4;Commerces de proximite;Google Maps
Traiteur Paris 11 | Ramatouch | Lunch box & Brunch Box;"
30 Rue Emile Lepeu, 75011 Paris, France";75011;Paris;06 42 15 36 19;;https://ramatouch-traiteur-idf-oise.eatbu.com/;5.0;4;Commerces de proximite;Google Maps
Noura Traiteur;"
29 Av. Marceau, 75016 Paris, France";75016;Paris;01 47 23 02 20;;https://www.noura.com/noura-traiteur/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website;4.5;4;Commerces de proximite;Google Maps
Le Club Gourmet;"
51 bis Rue Cler, 75007 Paris, France";75007;Paris;01 42 73 94 53;;https://www.leclubgourmet.fr/;4.8;4;Commerces de proximite;Google Maps
✅ AFRO-GOURMET - TRAITEUR PARIS;"
17 Pass. du Ponceau, 75002 Paris, France";75002;Paris;06 22 93 48 53;;https://afro-gourmet.fr/;5.0;4;Commerces de proximite;Google Maps
Mezaia - Traiteur Paris 18;"
18 Rue Lepic, 75018 Paris, France";75018;Paris;09 53 29 14 69;;https://mezaia.fr/;4.8;4;Commerces de proximite;Google Maps
LE SIAMOIS Traiteur Thai catering;"
37 Rue des Mathurins, 75008 Paris, France";75008;Paris;06 03 57 07 41;;https://www.foodiethai-siamois.com/;5.0;4;Commerces de proximite;Google Maps
TERREs Traiteur;"
52 Rue de l'Arbre Sec, 75001 Paris, France";75001;Paris;06 14 45 42 22;;http://www.terres-traiteur.com/;4.8;4;Commerces de proximite;Google Maps
Plaka;"
46 Rue Legendre, 75017 Paris, France";75017;Paris;09 52 08 93 81;;http://www.plakaparis.com/;4.9;4;Commerces de proximite;Google Maps
TRAITEUR PARIS halal;"
24 26 Rue Raymond Queneau, 75018 Paris, France";75018;Paris;06 61 92 82 37;;https://53a428f4-1c37-4148-8ca4-707f26af6ca9.godaddysites.com/;4.9;4;Commerces de proximite;Google Maps
TANDRINE TRAITEUR PARIS;"
132 Rue Louis Rouquier, 92300 Levallois-Perret, France";92300;;01 84 80 72 99;;https://www.tandrine-paris.fr/;4.7;4;Commerces de proximite;Google Maps
Grand Chemin Traiteur;"
36 Bd Jourdan, 75014 Paris, France";75014;Paris;01 42 79 04 60;;http://www.grandchemintraiteur.fr/;4.7;4;Commerces de proximite;Google Maps
Boucherie Eugen Lena;"
154 Rue de la Roquette, 75011 Paris, France";75011;Paris;01 73 73 19 82;;https://www.ollca.com/paris/boutiques/eugenlena;4.9;4;Commerces de proximite;Google Maps
Bidoche Oberkampf;154 Rue de la Roquette, 75011 Paris, France;75011;Paris;01 80 50 00 85;;http://www.bidoche.fr/;4.7;4;Commerces de proximite;Google Maps
Charcuterie Arnaud Nicolas;"
21 R. des Martyrs, 75009 Paris, France";75009;Paris;01 48 78 30 19;;http://www.maisonthielen.com/;4.6;4;Commerces de proximite;Google Maps
Boucherie CHEZ GÉGÉ;"
16 Rue Lacuée, 75012 Paris, France";75012;Paris;01 43 44 76 76;;http://chez-gege.ollca.com/;4.9;4;Commerces de proximite;Google Maps
Boucherie Moderne;"
249 Bd Voltaire, 75011 Paris, France";75011;Paris;01 43 71 85 38;;https://www.boucherie-gillotjohn.fr/;4.7;4;Commerces de proximite;Google Maps
Rocheman;"
35 Bd Haussmann, 75009 Paris, France";75009;Paris;01 40 23 52 67;;https://maisonlebourdonnec.com/;4.7;4;Commerces de proximite;Google Maps
Boucherie du Square par Thomas Lemaire;"
52 Rue Cler, 75007 Paris, France";75007;Paris;01 45 51 34 06;;http://www.boucherieduperche.com/;4.5;4;Commerces de proximite;Google Maps
Viande Viande;"
206 Rue Saint-Martin, 75003 Paris, France";75003;Paris;01 58 45 17 49;;http://www.viandeviande.com/;4.9;4;Commerces de proximite;Google Maps
La Grande Épicerie de Paris;"
38 Rue de Sèvres, 75007 Paris, France";75007;Paris;01 44 39 81 00;;https://www.lagrandeepicerie.com/;4.5;4;Commerces de proximite;Google Maps
Boucherie Constantin;"
85B Bd de Magenta, 75010 Paris, France";75010;Paris;06 09 38 05 01;;https://boucherie-constantin-paris.eatbu.com/;4.9;4;Commerces de proximite;Google Maps
Mas - Paris - Martyrs;"
3 R. des Martyrs, 75009 Paris, France";75009;Paris;01 44 52 12 06;;http://www.maslerougetcantal.fr/;4.6;4;Commerces de proximite;Google Maps
Salle de sport à Paris 13 - ON AIR FITNESS PARIS 13 BNF;"
93 Av. de France, 75013 Paris, France";75013;Paris;01 89 40 53 61;;https://onair-fitness.fr/club/paris-13-bnf/;4.7;4;Salles de sport & Fitness;Google Maps
Neoness Paris 11 Bastille;"
4/6, 6 Pass. Louis-Philippe, 75011 Paris, France";75011;Paris;01 88 61 06 41;;https://www.neoness.fr/clubs/paris-idf/paris-bastille?utm_campaign=club&utm_medium=mybusiness&utm_source=google;4.5;4;Salles de sport & Fitness;Google Maps
Liberty Gym;"
39 Rue des Amandiers, 75020 Paris, France";75020;Paris;06 49 43 31 26;;https://libertygym.fr/salle-de-sport/paris-20e/;4.5;4;Salles de sport & Fitness;Google Maps
Fitness Park - Salle de sport Paris 17 - Batignolles;"
147 bis Rue Cardinet, 75017 Paris, France";75017;Paris;01 73 44 53 28;;https://www.fitnesspark.fr/club/paris-batignolles/?utm_medium=Local_Inventory&utm_source=GMB&utm_campaign=Paris-Batignolles&utm_content=Yext;4.4;4;Salles de sport & Fitness;Google Maps
Keepcool Paris 4 Bastille;"
12 Rue du Petit Musc, 75004 Paris, France";75004;Paris;01 89 16 49 00;;https://www.keepcool.fr/s/salle-de-sport-paris-4-bastille/?utm_source=campaign-gmb;4.5;4;Salles de sport & Fitness;Google Maps
Klay;"
4bis Rue Saint-Sauveur, 75002 Paris, France";75002;Paris;01 40 26 00 00;;http://www.klay.fr/;4.0;4;Salles de sport & Fitness;Google Maps
REM GYM Paris 19;"
72 Rue de Romainville, 75019 Paris, France";75019;Paris;01 42 49 59 59;;http://rem-gym.com/;4.5;4;Salles de sport & Fitness;Google Maps
CrossFit Lutèce - Hyrox Training Club - Salle de sport fitness Paris 15 - OUVERTURE MARS 2026;"
42 Rue Cambronne, 75015 Paris, France";75015;Paris;06 15 57 81 40;;https://crossfitlutece.com/;5.0;4;Salles de sport & Fitness;Google Maps
R2 Training Bastille CrossFit-Hyrox;"
30-34 Rue du Chemin Vert, 75011 Paris, France";75011;Paris;01 48 07 36 44;;https://www.r2training.fr/;4.5;4;Salles de sport & Fitness;Google Maps
CrossFit Original Addicts - Hyrox / CrossFit;"
68 Rue Léon Frot, 75011 Paris, France";75011;Paris;09 53 80 59 28;;http://crossfitoriginaladdicts.com/;4.7;4;Salles de sport & Fitness;Google Maps
CrossFit Lutèce II - Hyrox Training Club - Salle de sport fitness Paris 15;"
24 Rue de Londres, 75009 Paris, France";75009;Paris;01 48 74 87 06;;https://crossfitlouvre3.com/;4.9;4;Salles de sport & Fitness;Google Maps
CrossFit Rive Gauche;"
105 Rue de Tolbiac, 75013 Paris, France";75013;Paris;06 23 47 64 84;;http://www.crossfitrg.com/;4.9;4;Salles de sport & Fitness;Google Maps
Silvaticus CrossFit & Hyrox;"
220 Bd Voltaire, 75011 Paris, France";75011;Paris;06 51 32 18 59;;http://www.silvaticus.fr/;4.9;4;Salles de sport & Fitness;Google Maps
HEGO Hybrid Performance;"
18 Rue Pouchet, 75017 Paris, France";75017;Paris;01 42 29 17 24;;https://www.hego.paris/;4.7;4;Salles de sport & Fitness;Google Maps
CrossFit Rebirth;"
87 Bd Vincent Auriol, 75013 Paris, France";75013;Paris;01 53 46 95 81;;http://www.crossfitrebirth.fr/;5.0;4;Salles de sport & Fitness;Google Maps
Basic-Fit;"
37 Bd de Strasbourg, 75010 Paris, France";75010;Paris;01 59 20 24 20;;https://www.basic-fit.com/fr-fr/clubs/basic-fit-paris-boulevard-de-strasbourg-2e7ada0ff12a4d3cbaa037005b96c45f.html?utm_medium=yext&utm_source=gmb;3.2;4;Salles de sport & Fitness;Google Maps
GIGAFIT Paris 19;"
82 Rue Petit, 75019 Paris, France";75019;Paris;09 67 17 99 37;;http://www.gigafit.fr/club/paris-19?utm_source=google&utm_medium=mybusiness;4.5;4;Salles de sport & Fitness;Google Maps
Club de boxe Temple | Noble Art - La Motte-Picquet Grenelle - Paris 15;"
5 Rue de la Croix Nivert, 75015 Paris, France";75015;Paris;01 49 27 03 11;;https://www.temple-nobleart.com/clubs/boxe-paris-15/;4.9;4;Salles de sport & Fitness;Google Maps
Battling Club Paris 10;"
13 Rue de la Grange aux Belles, 75010 Paris, France";75010;Paris;01 42 01 24 12;;http://www.battlingclubparis10.fr/;4.4;4;Salles de sport & Fitness;Google Maps
France Boxing Club;"
130 Av. de Versailles, 75016 Paris, France";75016;Paris;09 81 72 75 55;;https://franceboxingclub.com/;4.8;4;Salles de sport & Fitness;Google Maps
THE9 BOXING CLUB;"
11 Rue Jouye-Rouve, 75020 Paris, France";75020;Paris;07 81 69 58 62;;https://www.the9boxingclub.com/;5.0;4;Salles de sport & Fitness;Google Maps
BOXE PARIS 12;"
16 Rue des Meuniers, 75012 Paris, France";75012;Paris;06 62 79 96 67;;http://www.boxeparis12.com/;4.9;4;Salles de sport & Fitness;Google Maps
ASBF Marsoulan Boxing Club Paris;"
Gymnase de l'Ecole Elémentaire Marsoulan, 19 Rue Marsoulan, 75012 Paris, France";75012;Paris;06 80 27 74 11;;http://www.boxingclub.free.fr/;4.9;4;Salles de sport & Fitness;Google Maps
