nom_entreprise;adresse;code_postal;ville;telephone;email;site_web;note_google;nb_avis;segment;source
Cabinet Médical Convention;"
1 Rue Olivier de Serres, 75015 Paris, France";75015;Paris;01 42 50 18 64;;https://www.doctolib.fr/cabinet-medical/paris/cabinet-medical-convention;4.5;5;Cabinets medicaux & Paramedical;Google Maps
cabinet médical ipso Nation;"
73 Rue de Montreuil, 75011 Paris, France";75011;Paris;01 80 40 77 77;;https://ipsosante.fr/les-cabinets-ipso/paris/nation/;4.8;5;Cabinets medicaux & Paramedical;Google Maps
Cabinet Médical de l’avenue;"
139 Av. de France, 75013 Paris, France";75013;Paris;01 88 33 49 40;;https://www.cabinet-medical-paris-13.fr/;3.0;5;Cabinets medicaux & Paramedical;Google Maps
Centre Médical Europe;"
44 Rue d'Amsterdam, 75009 Paris, France";75009;Paris;01 42 81 93 33;;https://centre-medical-europe.fr/;3.8;5;Cabinets medicaux & Paramedical;Google Maps
Centre Médical Paris République - ELSAN;"
36 Quai de Jemmapes, 75010 Paris, France";75010;Paris;01 59 58 52 30;;https://www.elsan.care/fr/centre-medical-paris-republique/accueil;4.4;5;Cabinets medicaux & Paramedical;Google Maps
Medical Center Paris;"
48 bis Rue des Belles Feuilles, 75016 Paris, France";75016;Paris;06 58 80 18 38;;http://www.medicalcenterparis.com/;4.4;5;Cabinets medicaux & Paramedical;Google Maps
Centre de Santé Haussmann;"
Centre de Santé Haussmann, 2 Bd Haussmann, 75009 Paris, France";75009;Paris;01 48 00 24 00;;http://www.centrehaussmann.com/;3.9;5;Cabinets medicaux & Paramedical;Google Maps
Centre Médical Ramsay Santé Saint-Michel;"
3 Rue Thénard, 75005 Paris, France";75005;Paris;01 53 73 03 03;;https://centremedical.ramsaysante.fr/nos-centres/centre-medical-saint-michel;4.0;5;Cabinets medicaux & Paramedical;Google Maps
Centre de santé du Square de la Mutualité;"
1-3 Sq. de la Mutualité, 75005 Paris, France";75005;Paris;01 55 25 01 90;;http://www.centresante-squaremutualite.fr/;4.6;5;Cabinets medicaux & Paramedical;Google Maps
Centre Médical La Saline;"
68 Rue Pernety, 75014 Paris, France";75014;Paris;01 42 79 01 88;;https://centre-medical-la-saline.fr/;4.8;5;Cabinets medicaux & Paramedical;Google Maps
Dentimad centre dentaire Paris 8;139 Av. de France, 75013 Paris, France;75013;Paris;01 44 07 17 67;;https://dentimad.fr/nos-centres-dentaires/centre-dentimad-paris-8/;4.6;4;Cabinets medicaux & Paramedical;Google Maps
CABINET DENTAIRE RUE DE LA POMPE;"
97 Rue de la Pompe, 75016 Paris, France";75016;Paris;01 41 83 84 00;;http://dentiste-implant.fr/;4.9;4;Cabinets medicaux & Paramedical;Google Maps
Centre Dentaire Paris 10 Gare du Nord : Dentiste et Cabinet d'orthodontie Paris - Dentego;"
10 Rue de Valenciennes, 75010 Paris, France";75010;Paris;01 85 73 03 03;;https://dentego.fr/nos-centres/ile-de-france/paris-10/;4.7;4;Cabinets medicaux & Paramedical;Google Maps
Centre dentaire Paris 10 Lafayette - Dentylis;"
108 Rue La Fayette, 75010 Paris, France";75010;Paris;01 83 75 90 45;;https://dentylis.fr/paris/dentistes-paris-10-lafayette/;4.8;4;Cabinets medicaux & Paramedical;Google Maps
Cabinet dentaire Mexico - Dentiste Paris 16;"
5 Rue Washington, 75008 Paris, France";75008;Paris;01 53 76 09 61;;https://www.cabinetdentaireh.fr/;4.8;4;Cabinets medicaux & Paramedical;Google Maps
DENTEKA - centre dentaire Paris 17;"
202 Bd Malesherbes, 75017 Paris, France";75017;Paris;01 86 90 37 37;;https://centre-dentaire-paris-17-denteka.fr/content/prendre-rendez-vous-au-centre-dentaire-paris-17;4.6;4;Cabinets medicaux & Paramedical;Google Maps
Espace Médico-Dentaire Paris Batignolles - Orthodontie - Implants dentaires-Urgences dentaires-Médecine;"
11 Rue Gilbert Cesbron, 75017 Paris, France";75017;Paris;01 53 80 45 23;;https://www.espace-medicodentaire.com/;4.7;4;Cabinets medicaux & Paramedical;Google Maps
Centre Dentaire Notre Dame de Lorette;"
11 Rue Gilbert Cesbron, 75017 Paris, France";75017;Paris;01 88 40 01 40;;https://www.centre-dentaire-lorette-paris.fr/;4.6;4;Cabinets medicaux & Paramedical;Google Maps
Centre Dentaire et Médical Paris 10 MEDIDENT - Colonel Fabien;"
15 Rue du Puits de l'Ermite, 75005 Paris, France";75005;Paris;01 76 21 08 08;;https://centre-dentaire-paris-5-medident.fr/;4.7;4;Cabinets medicaux & Paramedical;Google Maps
Centre Dentaire et Ophtalmologie Paris 12 Ledru Rollin - Allergologie -Dentylis;"
119 Av. de Clichy, 75017 Paris, France";75017;Paris;01 85 01 30 60;;https://grandental.fr/nos-cliniques/paris/centre-dentaire-avenue-de-clichy/;4.7;4;Cabinets medicaux & Paramedical;Google Maps
Centre Dentaire Paris 12 ème Daumesnil;"
120 Av. Daumesnil, 75012 Paris, France";75012;Paris;01 81 22 29 99;;http://dentaireparis12.fr/;4.2;4;Cabinets medicaux & Paramedical;Google Maps
Clinadent - Centre Dentaire Paris 2, Louvre;"
33 Rue du Louvre, 75002 Paris, France";75002;Paris;01 86 90 67 59;;https://centre-dentaire-paris-2-louvre.fr/;4.5;4;Cabinets medicaux & Paramedical;Google Maps
Place dentaire Nation - centre dentaire Paris Saint Antoine;"
238 bis Rue du Faubourg Saint-Antoine, 75012 Paris, France";75012;Paris;01 42 55 55 42;;https://centre-dentaire-nation-saint-antoine.fr/;4.0;4;Cabinets medicaux & Paramedical;Google Maps
Docali Paris - Centre dentaire Belleville;"
30 Bd de Belleville, 75020 Paris, France";75020;Paris;01 42 55 39 35;;https://centre-dentaire-paris-belleville-docali.fr/;4.4;4;Cabinets medicaux & Paramedical;Google Maps
IK Kiné Paris 8 – Rééducation & Soins;"
20 Rue de la Pépinière, 75008 Paris, France";75008;Paris;01 55 06 05 07;;https://www.institut-kinesitherapie.paris/instituts/ik-paris-8/?utm_source=google&utm_medium=organic&utm_campaign=gmb-IKParis8;4.6;4;Cabinets medicaux & Paramedical;Google Maps
Cabinet Kiné - Ostéo / Paris 9 / KOD 56;"
56 Rue de Dunkerque, 75009 Paris, France";75009;Paris;09 62 56 18 90;;http://gratuit-2783610.webador.fr/;4.9;4;Cabinets medicaux & Paramedical;Google Maps
Cabinet Thérapie Santé - Kinésithérapie Dry Needling - Paris 6;"
34 Rue Dauphine, 75006 Paris, France";75006;Paris;06 48 37 15 23;;https://kine-therapie-sante.com/;5.0;4;Cabinets medicaux & Paramedical;Google Maps
Kiné Paris 11 | Kiné maxillo-faciale - massage du ventre - drainage lymphatique | Caroline Deherve;"
20 Rue du Colonel Moll, 75017 Paris, France";75017;Paris;07 69 25 68 78;;http://www.cdkine.be/;4.8;4;Cabinets medicaux & Paramedical;Google Maps
Cabinet Kinésithérapie - KINE Paris 20;"
30 Rue Pelleport, 75020 Paris, France";75020;Paris;01 73 74 30 39;;https://davidbaronparis.wixsite.com/kine-paris-20;4.6;4;Cabinets medicaux & Paramedical;Google Maps
M. Lee Jun Manh - kinésithérapeute - Massages et rééducations en soins individuels tous domaines de spécialités;"
35 Rue de la Tombe Issoire, 75014 Paris, France";75014;Paris;06 98 28 60 99;;https://kine-paris.e-monsite.com/;4.7;4;Cabinets medicaux & Paramedical;Google Maps
CKSP - Cabinet de Kinésithérapie Spécialisée Paris;"
95 Av. Denfert Rochereau RDC extérieur, 75014 Paris, France";75014;Paris;06 17 22 49 58;;https://www.kinesitherapie-specialisee-paris.fr/;4.9;4;Cabinets medicaux & Paramedical;Google Maps
IK KOSS Kinésithérapie Paris 8;"
74 Bd Haussmann, 75008 Paris, France";75008;Paris;01 44 71 93 74;;https://koss-sport.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_siteweb;4.9;4;Cabinets medicaux & Paramedical;Google Maps
Cabinet de Kinésithérapie Paris Chaligny;"
265 Rue du Faubourg Saint-Antoine, 75011 Paris, France";75011;Paris;09 50 53 14 30;;https://kine-pc.fr/;5.0;4;Cabinets medicaux & Paramedical;Google Maps
KARE Paris 2 - Rééducation, Kinésithérapie, Balnéothérapie;"
18 Rue Crozatier, 75012 Paris, France";75012;Paris;06 50 35 00 37;;http://kinediderotparis12.fr/;4.8;4;Cabinets medicaux & Paramedical;Google Maps
Ostéo Paris 15 : Cabinet Ostéopathe Monsieur Ghoteimi Paris 15ème;"
3 Rue de l'Arrivée, 75015 Paris, France";75015;Paris;06 63 48 51 18;;http://osteopathie-paris15-montparnasse.com/;4.9;5;Cabinets medicaux & Paramedical;Google Maps
Votre Ostéopathe Paris 19;"
10 Rue du Colonel Rozanoff, 75012 Paris, France";75012;Paris;01 84 05 93 66;;https://www.osteopatheparis-12.fr/;4.8;5;Cabinets medicaux & Paramedical;Google Maps
Ostéopathe Paris - Jules Carneau;"
53 Rue Réaumur, 75002 Paris, France";75002;Paris;06 89 76 34 41;;https://www.osteopatheparis2.com/;5.0;5;Cabinets medicaux & Paramedical;Google Maps
Jean-Baptiste Neveu - Ostéopathe Paris 19;"
22 Rue des Ardennes, 75019 Paris, France";75019;Paris;06 60 83 82 44;;https://www.jb-neveu-osteopathe.fr/;4.9;5;Cabinets medicaux & Paramedical;Google Maps
Ostéopathe Paris 10 Alexia Marandin;"
25 Rue Saint-Vincent de Paul, 75010 Paris, France";75010;Paris;07 62 70 36 76;;https://www.osteopathe-marandin.fr/;4.9;5;Cabinets medicaux & Paramedical;Google Maps
Ostéopathe Paris 8 - Mana Viagbo;26 Bd Raspail, 75007 Paris, France;75007;Paris;07 50 29 26 98;;https://www.monosteo.paris/osteopathe-paris/osteopathe-paris-8/;5.0;5;Cabinets medicaux & Paramedical;Google Maps
Ostéopathe Paris - Samantha-Eva Sellem - Femmes enceintes, nourrissons, gynécologie, adultes, sportifs - cabinet / domicile;"
15 Rue du Grenier-Saint-Lazare, 75003 Paris, France";75003;Paris;06 06 56 99 15;;https://sellem-osteo.com/;5.0;5;Cabinets medicaux & Paramedical;Google Maps
Centre Ostéopathique de Paris - Les Halles (COH);"
76 Bd de Sébastopol, 75003 Paris, France";75003;Paris;01 42 72 19 89;;https://centres-osteopathiques-paris.fr/;4.6;5;Cabinets medicaux & Paramedical;Google Maps
🌿 Ostéopathe Paris 12 - Rodolphe Caillard;"
14 Rue de Tolbiac, 75013 Paris, France";75013;Paris;07 87 32 09 89;;https://www.osteopathe-in-paris.com/;5.0;5;Cabinets medicaux & Paramedical;Google Maps
Cabinet d'Ostéopathie / Ostéopathe D.O. Paris 20 - Suzane Guerchè;"
94 Rue St Charles, 75015 Paris, France";75015;Paris;01 45 51 25 45;;https://www.osteopathe-paris15-beaugrenelle.com/;4.9;5;Cabinets medicaux & Paramedical;Google Maps
Ostéopathe paris 3 - Renaud Jacquier;"
24 Rue Rambuteau, 75003 Paris, France";75003;Paris;07 63 27 48 42;;https://osteopatheparis3.fr/;5.0;5;Cabinets medicaux & Paramedical;Google Maps
Chloé Arnoux Ostéopathe Paris 15 Montparnasse;"
57 Bd de Vaugirard, 75015 Paris, France";75015;Paris;06 83 95 14 79;;http://www.osteo-arnouxb.fr/;4.8;5;Cabinets medicaux & Paramedical;Google Maps
Thomas DIASCORN - Ostéopathe paris 18 - M° Lamarck Caulaincourt;"
19 Rue Ramey, 75018 Paris, France";75018;Paris;01 55 79 18 55;;https://www.cabinet-osteopathie-paris18.com/;4.8;5;Cabinets medicaux & Paramedical;Google Maps
Arnaud Marguin, Ostéopathe Paris 6;"
9 Rue du Regard, 75006 Paris, France";75006;Paris;01 43 20 19 97;;https://www.cabinetosteopathe.com/;4.9;5;Cabinets medicaux & Paramedical;Google Maps
Julie Paris Ostéopathe Paris 13;"
39 Av. d'Italie, 75013 Paris, France";75013;Paris;06 65 49 59 05;;https://www.osteopathe-julieparis.com/book-online;5.0;5;Cabinets medicaux & Paramedical;Google Maps
Claire MENG et Noémie REMOND-BRICHET | Ostéopathe Paris 19 | M° Jourdain;"
41 Rue des Solitaires, 75019 Paris, France";75019;Paris;06 29 31 68 67;;https://www.cabinet-osteopathie-paris19.com/;4.9;5;Cabinets medicaux & Paramedical;Google Maps
Ostéopathe Paris 12 - Maxime Le Bigot;"
143 Bd Diderot, 75012 Paris, France";75012;Paris;06 38 03 18 43;;https://www.osteo-lebigot-paris12.fr/;5.0;5;Cabinets medicaux & Paramedical;Google Maps
Ostéopathe D.O. - Hugues FARCOT - Ostéopathe du sport - Paris 3ème;"
39 Bd Saint-Martin, 75003 Paris, France";75003;Paris;01 47 36 37 18;;http://www.osteopathe-farcot.fr/;5.0;5;Cabinets medicaux & Paramedical;Google Maps
Ostéopathe Paris 7 Michael ABERGEL D.O.;"
80 Rue Saint-Dominique, 75007 Paris, France";75007;Paris;01 45 51 65 21;;http://www.osteoparis7.com/;5.0;5;Cabinets medicaux & Paramedical;Google Maps
Centre Médical Ramsay Santé Atlas;"
94 bis Rue Broca, 75013 Paris, France";75013;Paris;01 46 49 11 15;;https://www.centres-sante-lmg.fr/;4.6;4;Cabinets medicaux & Paramedical;Google Maps
Centre de Santé Richerand;"
4 Av. Richerand, 75010 Paris, France";75010;Paris;01 40 03 38 40;;http://centre-de-sante-richerand.fr/;2.9;4;Cabinets medicaux & Paramedical;Google Maps
Centre médical Stalingrad;"
14 bis Rue de Tanger, 75019 Paris, France";75019;Paris;01 40 05 67 43;;https://www.cramif.fr/centre-medical-stalingrad;2.6;4;Cabinets medicaux & Paramedical;Google Maps
Centre de Santé République;"
13 Bis Rue Yves Toudic, 75010 Paris, France";75010;Paris;01 42 45 26 98;;http://www.csr-sante.fr/;4.5;4;Cabinets medicaux & Paramedical;Google Maps
Centre Médical Paris-Levallois;"
60 Rue Victor Hugo, 92300 Levallois-Perret, France";92300;;01 80 88 37 16;;https://centremedicalparislevallois.fr/;4.7;4;Cabinets medicaux & Paramedical;Google Maps
Pôle santé Bergère;"
Pôle santé Bergère, 7 Rue Bergère 6e étage, 75009 Paris, France";75009;Paris;01 73 17 31 73;;https://www.pole-sante-bergere.org/;4.1;4;Cabinets medicaux & Paramedical;Google Maps
Centre de santé Colliard;"
9 Rue de Quatrefages, 75005 Paris, France";75005;Paris;01 85 56 00 00;;http://www.centrecolliard.fr/;4.3;4;Cabinets medicaux & Paramedical;Google Maps
Centre de Santé Bauchat Nation;"
24 Rue du Sergent Bauchat, 75012 Paris, France";75012;Paris;01 48 03 68 96;;https://hopital-dcss.org/service/centre-de-sante-bauchat-nation/presentation;4.8;4;Cabinets medicaux & Paramedical;Google Maps
Centre de santé Réaumur;"
106 Rue Réaumur, 75002 Paris, France";75002;Paris;01 55 80 56 00;;http://centre-sante.paris/?utm_source=gmb;2.7;4;Cabinets medicaux & Paramedical;Google Maps
Centre de santé Ellasanté;"
29 bis Rue d'Astorg, 75008 Paris, France";75008;Paris;01 43 12 31 00;;http://ellasante.paris/;4.5;4;Cabinets medicaux & Paramedical;Google Maps
Centre médical Courcelles;"
164 Rue de Courcelles, 75017 Paris, France";75017;Paris;01 73 70 97 77;;http://www.centremedicalcourcelles.fr/;3.5;4;Cabinets medicaux & Paramedical;Google Maps
Centre médical - dentaire - ophtalmologique du Spectacle;"
21 BIS Rue Victor Massé, 75009 Paris, France";75009;Paris;01 45 26 92 21;;https://www.sante-plus.com/ile-de-france/victormasse?utm_source=google&utm_medium=organic&utm_term=centre-de-sante&utm_content=paris&utm_campaign=google-maps;3.5;4;Cabinets medicaux & Paramedical;Google Maps
Centre de santé Mediksanté Sébastopol;"
139 Bd de Sébastopol, 75002 Paris, France";75002;Paris;01 85 73 09 34;;https://info.medadom.com/centre-sante-mediksante-medecins-generalistes;4.4;4;Cabinets medicaux & Paramedical;Google Maps
Centre Médical Argentine;"
4 Rue Brunel, 75017 Paris, France";75017;Paris;01 40 26 06 05;;https://www.centre-medical-argentine.fr/;4.3;4;Cabinets medicaux & Paramedical;Google Maps
Serrurerie Cordonnerie des Batignolles;"
12 Rue des Batignolles, 75017 Paris, France";75017;Paris;01 42 93 13 59;;#;4.8;4;Pressing & Services;Google Maps
Micro Crèche Montessori Les Capucines - La Maison Bleue;"
30 Bd de Vaugirard, 75015 Paris, France";75015;Paris;09 70 82 02 47;;http://www.la-maison-bleue.fr/creche/paris---micro-creche-montessori-les-capucines/r/recoZUiimdSbeRgea?utm_campaign=Inscription&utm_medium=GBP&utm_source=google;3.7;4;Creches & Garderies privees;Google Maps
Les Explorateurs de Gros-Caillou;"
6 Rue Amélie, 75007 Paris, France";75007;Paris;06 41 82 40 17;;https://www.lesbebesexplorateurs.com/creche-paris-75007-gros-caillou;5.0;4;Creches & Garderies privees;Google Maps
Crèche Les Petites Canailles Damrémont;"
136 Rue Damrémont, 75018 Paris, France";75018;Paris;01 58 83 48 35;;https://www.lespetitescanailles.fr/creche/creche-damremont-les-petites-canailles/;4.9;4;Creches & Garderies privees;Google Maps
Crèche Paris 11 - people & baby Brin de folie;"
66 Rue de la Folie-Regnault, 75011 Paris, France";75011;Paris;01 76 24 92 63;;https://www.people-and-baby.com/creche/brin-de-folie/992313?utm_source=gmb;4.5;4;Creches & Garderies privees;Google Maps
Little Victoire;"
84 Rue Boileau, 75016 Paris, France";75016;Paris;07 87 29 75 77;;https://www.littlevictoire.com/;4.8;4;Creches & Garderies privees;Google Maps
Creche Parentale les Petits Loups;"
76 Quai de la Loire, 75019 Paris, France";75019;Paris;01 42 02 72 65;;http://www.lespetitsloups.org/;4.8;4;Creches & Garderies privees;Google Maps
Les Petites Crèches Dallery - Crèche à Paris 11;"
19 Pass. Charles Dallery, 75011 Paris, France";75011;Paris;01 46 47 88 20;;http://www.petitescreches.fr/;5.0;4;Creches & Garderies privees;Google Maps
Les Petits Chaperons Rouges;"
6 Rue David d'Angers, 75019 Paris, France";75019;Paris;01 86 22 21 19;;https://www.lpcr.fr/fr/creches/paris-19e/159?utm_medium=gmb&utm_source=google;5.0;4;Creches & Garderies privees;Google Maps
Micro-crèche | Les Culottés Charenton;"
194 Rue de Charenton, 75012 Paris, France";75012;Paris;06 10 02 24 01;;https://www.les-culottes.com/contact;4.8;4;Creches & Garderies privees;Google Maps
BonJour micro crèche;"
24 Rue Gilbert Cesbron, 75017 Paris, France";75017;Paris;09 83 80 90 06;;https://www.crechebonjour.fr/;5.0;4;Creches & Garderies privees;Google Maps
Claudine Olivier - Crèche bilingue - Paris 15;"
22 Rue Edgar Faure, 75015 Paris, France";75015;Paris;06 51 40 65 36;;https://www.claudineolivier.com/;4.7;4;Creches & Garderies privees;Google Maps
les petites cabanes - 11ème Saint Ambroise - micro crèche;"
12 Rue de la Folie Méricourt, 75011 Paris, France";75011;Paris;06 44 66 73 73;;http://www.lespetitescabanes.eu/;4.6;5;Creches & Garderies privees;Google Maps
Micro-crèche Rigolo Comme La Vie;"
38 Av. d'Italie, 75013 Paris, France";75013;Paris;01 89 88 15 57;;https://www.creches-plume.fr/nos-creches/paris-13;5.0;5;Creches & Garderies privees;Google Maps
Micro-crèche Papier bulle;"
61 Rue de Gergovie, 75014 Paris, France";75014;Paris;01 45 40 02 73;;http://www.papierbulle.paris/?utm_source=G&utm_medium=local&utm_campaign=google-local;5.0;5;Creches & Garderies privees;Google Maps
Mary Poppins Services - Garde D’enfants À Domicile Paris;"
5 Rue Saint-Victor, 75005 Paris, France";75005;Paris;01 42 28 97 12;;https://www.paris.mpskids.fr/;4.8;4;Creches & Garderies privees;Google Maps
Les petites fées du sommeil : Nurse de nuit, Nounou de nuit en sortie de maternité- Auxiliaire de Puériculture;"
20 Rue de Passy, 75016 Paris, France";75016;Paris;06 20 73 81 91;;http://www.nursedenuit.com/;5.0;4;Creches & Garderies privees;Google Maps
Kangourou Kids - Agence de garde d'enfants;"
68 Rue Fondary, 75015 Paris, France";75015;Paris;01 84 23 44 88;;https://paris-sud-ouest.kangouroukids.fr/?utm_campaign=cta_site_web_google_maps_paris_15&utm_medium=organic&utm_source=google;4.8;4;Creches & Garderies privees;Google Maps
Kids Paris;"
Rue du Faubourg Saint-Antoine, Paris, France";;Paris;01 46 05 32 88;;http://www.kids-paris.fr/;4.0;4;Creches & Garderies privees;Google Maps
Les Enfants de Jeanne;"
15 Rue la Condamine, 75017 Paris, France";75017;Paris;01 49 26 09 68;;http://www.lesenfantsdejeanne.fr/;4.5;4;Creches & Garderies privees;Google Maps
Baby Prestige;"
17 Av. George V, 75008 Paris, France";75008;Paris;01 47 36 64 52;;https://www.baby-prestige.com/#utm_source=google&utm_medium=organic&utm_campaign=google%20my%20business;4.8;4;Creches & Garderies privees;Google Maps
Garde d'enfants intelligente à domicile - Déclic Eveil;"
49 Rue Condorcet, 75009 Paris, France";75009;Paris;06 61 06 99 03;;http://www.decliceveil.fr/;4.4;4;Creches & Garderies privees;Google Maps
Family Sphere Paris 19;"
9 Rue de Crimée, 75019 Paris, France";75019;Paris;01 42 06 89 03;;https://www.family-sphere.com/agences/paris/paris-19-20/;4.8;4;Creches & Garderies privees;Google Maps
Kinougarde Paris | Garde d'enfants à domicile;"
38 Rue Blomet, 75015 Paris, France";75015;Paris;01 56 58 58 56;;https://www.kinougarde.com/agence/paris-idf/?utm_source=GoogleMyBusiness&utm_medium=Site&utm_campaign=Paris;4.7;4;Creches & Garderies privees;Google Maps
Halte-Garderie Au Fil de la Découverte Paris 15;"
6 Rue de Cronstadt, 75015 Paris, France";75015;Paris;01 45 32 03 07;;https://www.paris.fr/lieux/halte-garderie-associative-au-fil-de-la-decouverte-2058;5.0;4;Creches & Garderies privees;Google Maps
Babychou Services Paris Est - Agence de garde d'enfants;"
31 Rue du Moulin de la Pointe, 75013 Paris, France";75013;Paris;01 84 79 32 40;;https://www.babychou.com/agence/babychou-paris-est-75/?utm_source=Google&utm_medium=MyBusiness;4.7;4;Creches & Garderies privees;Google Maps
ASSADIA Paris 08- Garde d'enfants intelligente à domicile;"
16 Rue de Saint-Pétersbourg, 75008 Paris, France";75008;Paris;01 82 70 15 30;;https://paris8.assadia.fr/;4.9;4;Creches & Garderies privees;Google Maps
SOS Family Paris;"
131 Bd Pereire, 75017 Paris, France";75017;Paris;01 42 36 36 36;;https://sosfamily.fr/?utm_source=gmb;4.4;4;Creches & Garderies privees;Google Maps
Joséphine Garde d'enfants;"
8/10 Rue de l'Église, 75015 Paris, France";75015;Paris;01 44 37 91 11;;http://www.josephine-garde.fr/;4.3;4;Creches & Garderies privees;Google Maps
Momji;"
38 Rue Blomet, 75015 Paris, France";75015;Paris;01 83 95 41 74;;https://www.momji.com/nos-agences/garde-enfants-paris-idf/?utm_source=GoogleMyBusiness&utm_medium=Site&utm_campaign=Paris;4.2;4;Creches & Garderies privees;Google Maps
École bilingue Montessori Small World - Paris 5;"
11 Rue Flatters, 75005 Paris, France";75005;Paris;06 50 33 32 54;;http://www.montessori-smallworld.com/;4.8;4;Creches & Garderies privees;Google Maps
Eclosia Olivier de Serres Ecole Maternelle et Primaire Montessori Paris 15;"
93-95 Rue Olivier de Serres, 75015 Paris, France";75015;Paris;06 18 56 59 35;;https://www.eclosiaschool.fr/?utm_source=GMB&utm_medium=organic&utm_campaign=Serres;5.0;4;Creches & Garderies privees;Google Maps
Micro Crèche Montessori Coco 2 - La Maison Bleue;"
247 Rue Saint-Jacques, 75005 Paris, France";75005;Paris;01 87 66 52 00;;https://www.ecole-montessori-internationale.fr/;2.8;4;Creches & Garderies privees;Google Maps
Ecole bilingue Jeunes Pousses;"
2 Rue de Joinville, 75019 Paris, France";75019;Paris;06 26 54 92 06;;https://www.montessorijeunespousses.org/;4.8;4;Creches & Garderies privees;Google Maps
Esclaibes International School Paris 16;"
43 Rue François Gérard, 75016 Paris, France";75016;Paris;06 32 87 41 76;;https://www.esclaibesschools.com/;4.4;4;Creches & Garderies privees;Google Maps
Agence immobilière Paris 15;"
52 Av. Félix Faure, 75015 Paris, France";75015;Paris;06 14 55 50 30;;https://www.agenceimmobiliereparis15.fr/;5.0;4;Agences immobilieres;Google Maps
Agence immobilière Paris 11Eme Laforêt BASTILLE - LEDRU ROLLIN;"
7 Rue Trousseau, 75011 Paris, France";75011;Paris;01 43 38 19 48;;https://www.laforet.com/agence-immobiliere/paris11bastille?utm_source=google&utm_medium=mybusiness;5.0;4;Agences immobilieres;Google Maps
PARIS SEINE IMMOBILIER - Agence Cherche-Midi;"
59 Rue du Cherche-Midi, 75006 Paris, France";75006;Paris;01 45 44 66 00;;http://www.paris-seine-immobilier.com/;4.7;4;Agences immobilieres;Google Maps
SEPTEMBER — Agence immobilière Paris;"
10 Rue Cambon, 75001 Paris, France";75001;Paris;01 42 33 76 98;;http://www.september.immo/;5.0;4;Agences immobilieres;Google Maps
La Porte de Paris;"
18 Bd Saint-Martin, 75010 Paris, France";75010;Paris;01 40 18 78 78;;http://www.laportedeparis.fr/;5.0;4;Agences immobilieres;Google Maps
Haussmann Prestige Paris;"
231 Rue Saint-Honoré, 75001 Paris, France";75001;Paris;01 89 70 54 86;;http://www.haussmannprestige.com/;4.9;4;Agences immobilieres;Google Maps
LA VIE IMMOBILIERE | Agence Immobiliere Paris 5;"
4 Rue Berthollet, 75005 Paris, France";75005;Paris;01 43 36 20 83;;https://www.vie-immobiliere.fr/;4.8;4;Agences immobilieres;Google Maps
Agence immobilière Le Dome Immobilier Paris;"
4 Av. Philippe Auguste, 75011 Paris, France";75011;Paris;01 43 73 60 51;;https://www.dome-immobilier.fr/;4.5;4;Agences immobilieres;Google Maps
Agence Le Réseau;"
78 Av. des Champs-Élysées, 75008 Paris, France";75008;Paris;06 13 27 63 01;;https://www.agencelereseau.com/;5.0;4;Agences immobilieres;Google Maps
IMOP - Agence immobilière - Frais fixes : 5900€;"
105 Bd de Sébastopol, 75002 Paris, France";75002;Paris;01 84 25 80 81;;https://www.imop.fr/;4.8;4;Agences immobilieres;Google Maps
Agence immobilière Paris Rive Droite - Paris Est – Espaces Atypiques;"
13 Rue de Turenne, 75004 Paris, France";75004;Paris;01 42 71 03 84;;https://www.espaces-atypiques.com/paris-rive-droite/?utm_campaign=GoogleMyBusiness&utm_medium=Local&utm_source=Google;4.7;4;Agences immobilieres;Google Maps
Agence Immobilière Paris Immobilier;"
33 Rue Tiquetonne, 75002 Paris, France";75002;Paris;01 53 40 94 44;;http://www.parisimmobilier.fr/;4.4;4;Agences immobilieres;Google Maps
Home Select - Chasseur Immobilier;"
60 Rue François 1er, 75008 Paris, France";75008;Paris;01 78 76 78 10;;https://homeselect.paris/;4.8;5;Agences immobilieres;Google Maps
Agence Immobilière Paris 9 - Junot Martyrs;"
62 R. des Martyrs, 75009 Paris, France";75009;Paris;01 87 53 35 78;;https://www.junot.fr/fr/agences/junot-martyrs-9-eme-arrondissement-paris?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=junot-martyrs-9e;5.0;4;Agences immobilieres;Google Maps
Agence immobilière - Sixième Avenue Marais;"
11 Rue Malher, 75004 Paris, France";75004;Paris;01 73 71 31 25;;https://www.sixiemeavenue.com/agences/paris4/;4.9;4;Agences immobilieres;Google Maps
Swixim International République : Agence Immobilière du 11ème Arrondissement - Estimation;"
111 Bd Richard-Lenoir, 75011 Paris, France";75011;Paris;01 48 06 15 75;;https://www.swixim-paris.com/;4.9;4;Agences immobilieres;Google Maps
Relocation In Paris - Gestion Locative;"
23 Rue de Fleurus, 75006 Paris, France";75006;Paris;01 84 80 43 44;;https://relocation-in-paris.fr/fr/services/gestion-locative-paris;5.0;4;Agences immobilieres;Google Maps
Gestion locative Paris - BOWIMMO;"
21 Rue de la Plaine, 75020 Paris, France";75020;Paris;06 29 70 01 65;;https://bowimmo.com/?utm_source=gmb;5.0;4;Agences immobilieres;Google Maps
